record_id,material_name,known_evidence_records_raw,unique_positive_h3_cells,positive_h3_r3_groups,positive_emag_valid_cells,positive_emag_valid_rate,background_cells_sampled,background_emag_valid_rate,spatial_cv_folds,oof_positive_rows,oof_background_rows,baseline_roc_auc,emag_roc_auc,delta_roc_auc,delta_roc_auc_group_bootstrap_ci95_low,delta_roc_auc_group_bootstrap_ci95_high,baseline_average_precision,emag_average_precision,delta_average_precision,baseline_recall_at_background_top5pct,emag_recall_at_background_top5pct,delta_recall_at_background_top5pct,baseline_brier_score,emag_brier_score,folds_with_positive_auc_gain,folds_with_negative_auc_gain,minimum_test_positive_to_training_positive_km,admission_gate_result,emag_feature_admission_decision,decision_reason,production_scoring_status,candidate_scores_recomputed,experiment_version,background_interpretation,baseline_features_json,emag_features_json
EMAG2-ABL-TIN,Tin,0,0,0,0,,0,,0,0,0,,,,,,,,,,,,,,0,0,,False,not_evaluated_low_support,fewer_than_10_unique_positive_h3_cells,not_admitted_shadow_evaluation_only,False,emag2-spatial-ablation-v0.1,Pseudo-absence cells are not confirmed barren and metrics do not estimate discovery probability.,"[""elevation_m"",""slope_degrees_approx"",""local_relief_m_approx"",""temperature_mean_c_rolling_12m"",""precipitation_total_mm_rolling_12m"",""relative_humidity_mean_pct_rolling_12m"",""wind_speed_2m_mean_m_s_rolling_12m"",""fold_safe_log1p_distance_to_training_positive_km"",""fold_safe_log1p_training_positive_count_100km"",""fold_safe_training_positive_geology_affinity""]","[""emag2_upcont_anomaly_nt"",""emag2_upcont_abs_anomaly_nt"",""emag2_upcont_local_mean_nt_3x3"",""emag2_upcont_local_std_nt_3x3"",""emag2_upcont_local_range_nt_3x3"",""emag2_anomaly_robust_z_india_h3"",""emag2_abs_robust_z_india_h3"",""emag2_error_estimate_nt"",""emag2_abs_signal_to_error_ratio"",""emag2_source_ambiguous_or_no_data""]"
EMAG2-ABL-TITANIUM,Titanium,39,33,27,33,1.00000000,1000,0.93900000,5,33,1000,0.77478788,0.78463636,0.00984848,-0.04316615,0.05737724,0.11524884,0.15443180,0.03918296,0.24242424,0.27272727,0.03030303,0.14667932,0.14821093,3,1,75.88025371,False,not_admitted_inconclusive_or_below_threshold,one_or_more_predefined_admission_gates_failed,not_admitted_shadow_evaluation_only,False,emag2-spatial-ablation-v0.1,Pseudo-absence cells are not confirmed barren and metrics do not estimate discovery probability.,"[""elevation_m"",""slope_degrees_approx"",""local_relief_m_approx"",""temperature_mean_c_rolling_12m"",""precipitation_total_mm_rolling_12m"",""relative_humidity_mean_pct_rolling_12m"",""wind_speed_2m_mean_m_s_rolling_12m"",""fold_safe_log1p_distance_to_training_positive_km"",""fold_safe_log1p_training_positive_count_100km"",""fold_safe_training_positive_geology_affinity""]","[""emag2_upcont_anomaly_nt"",""emag2_upcont_abs_anomaly_nt"",""emag2_upcont_local_mean_nt_3x3"",""emag2_upcont_local_std_nt_3x3"",""emag2_upcont_local_range_nt_3x3"",""emag2_anomaly_robust_z_india_h3"",""emag2_abs_robust_z_india_h3"",""emag2_error_estimate_nt"",""emag2_abs_signal_to_error_ratio"",""emag2_source_ambiguous_or_no_data""]"
EMAG2-ABL-TUNGSTEN,Tungsten,3,3,3,3,1.00000000,0,,0,0,0,,,,,,,,,,,,,,0,0,,False,not_evaluated_low_support,fewer_than_10_unique_positive_h3_cells,not_admitted_shadow_evaluation_only,False,emag2-spatial-ablation-v0.1,Pseudo-absence cells are not confirmed barren and metrics do not estimate discovery probability.,"[""elevation_m"",""slope_degrees_approx"",""local_relief_m_approx"",""temperature_mean_c_rolling_12m"",""precipitation_total_mm_rolling_12m"",""relative_humidity_mean_pct_rolling_12m"",""wind_speed_2m_mean_m_s_rolling_12m"",""fold_safe_log1p_distance_to_training_positive_km"",""fold_safe_log1p_training_positive_count_100km"",""fold_safe_training_positive_geology_affinity""]","[""emag2_upcont_anomaly_nt"",""emag2_upcont_abs_anomaly_nt"",""emag2_upcont_local_mean_nt_3x3"",""emag2_upcont_local_std_nt_3x3"",""emag2_upcont_local_range_nt_3x3"",""emag2_anomaly_robust_z_india_h3"",""emag2_abs_robust_z_india_h3"",""emag2_error_estimate_nt"",""emag2_abs_signal_to_error_ratio"",""emag2_source_ambiguous_or_no_data""]"
EMAG2-ABL-VANADIUM,Vanadium,10,10,8,10,1.00000000,1000,0.94600000,5,10,1000,0.42930000,0.42830000,-0.00100000,-0.11469846,0.13859403,0.00894567,0.00892031,-0.00002537,0.00000000,0.00000000,0.00000000,0.18913525,0.16154289,3,2,168.27337049,False,not_admitted_performance_degraded,paired_out_of_fold_roc_auc_decreased,not_admitted_shadow_evaluation_only,False,emag2-spatial-ablation-v0.1,Pseudo-absence cells are not confirmed barren and metrics do not estimate discovery probability.,"[""elevation_m"",""slope_degrees_approx"",""local_relief_m_approx"",""temperature_mean_c_rolling_12m"",""precipitation_total_mm_rolling_12m"",""relative_humidity_mean_pct_rolling_12m"",""wind_speed_2m_mean_m_s_rolling_12m"",""fold_safe_log1p_distance_to_training_positive_km"",""fold_safe_log1p_training_positive_count_100km"",""fold_safe_training_positive_geology_affinity""]","[""emag2_upcont_anomaly_nt"",""emag2_upcont_abs_anomaly_nt"",""emag2_upcont_local_mean_nt_3x3"",""emag2_upcont_local_std_nt_3x3"",""emag2_upcont_local_range_nt_3x3"",""emag2_anomaly_robust_z_india_h3"",""emag2_abs_robust_z_india_h3"",""emag2_error_estimate_nt"",""emag2_abs_signal_to_error_ratio"",""emag2_source_ambiguous_or_no_data""]"
EMAG2-ABL-ZIRCONIUM,Zirconium,12,6,5,6,1.00000000,0,,0,0,0,,,,,,,,,,,,,,0,0,,False,not_evaluated_low_support,fewer_than_10_unique_positive_h3_cells,not_admitted_shadow_evaluation_only,False,emag2-spatial-ablation-v0.1,Pseudo-absence cells are not confirmed barren and metrics do not estimate discovery probability.,"[""elevation_m"",""slope_degrees_approx"",""local_relief_m_approx"",""temperature_mean_c_rolling_12m"",""precipitation_total_mm_rolling_12m"",""relative_humidity_mean_pct_rolling_12m"",""wind_speed_2m_mean_m_s_rolling_12m"",""fold_safe_log1p_distance_to_training_positive_km"",""fold_safe_log1p_training_positive_count_100km"",""fold_safe_training_positive_geology_affinity""]","[""emag2_upcont_anomaly_nt"",""emag2_upcont_abs_anomaly_nt"",""emag2_upcont_local_mean_nt_3x3"",""emag2_upcont_local_std_nt_3x3"",""emag2_upcont_local_range_nt_3x3"",""emag2_anomaly_robust_z_india_h3"",""emag2_abs_robust_z_india_h3"",""emag2_error_estimate_nt"",""emag2_abs_signal_to_error_ratio"",""emag2_source_ambiguous_or_no_data""]"
EMAG2-ABL-SELENIUM,Selenium,2,1,1,1,1.00000000,0,,0,0,0,,,,,,,,,,,,,,0,0,,False,not_evaluated_low_support,fewer_than_10_unique_positive_h3_cells,not_admitted_shadow_evaluation_only,False,emag2-spatial-ablation-v0.1,Pseudo-absence cells are not confirmed barren and metrics do not estimate discovery probability.,"[""elevation_m"",""slope_degrees_approx"",""local_relief_m_approx"",""temperature_mean_c_rolling_12m"",""precipitation_total_mm_rolling_12m"",""relative_humidity_mean_pct_rolling_12m"",""wind_speed_2m_mean_m_s_rolling_12m"",""fold_safe_log1p_distance_to_training_positive_km"",""fold_safe_log1p_training_positive_count_100km"",""fold_safe_training_positive_geology_affinity""]","[""emag2_upcont_anomaly_nt"",""emag2_upcont_abs_anomaly_nt"",""emag2_upcont_local_mean_nt_3x3"",""emag2_upcont_local_std_nt_3x3"",""emag2_upcont_local_range_nt_3x3"",""emag2_anomaly_robust_z_india_h3"",""emag2_abs_robust_z_india_h3"",""emag2_error_estimate_nt"",""emag2_abs_signal_to_error_ratio"",""emag2_source_ambiguous_or_no_data""]"
EMAG2-ABL-CADMIUM,Cadmium,4,4,4,4,1.00000000,0,,0,0,0,,,,,,,,,,,,,,0,0,,False,not_evaluated_low_support,fewer_than_10_unique_positive_h3_cells,not_admitted_shadow_evaluation_only,False,emag2-spatial-ablation-v0.1,Pseudo-absence cells are not confirmed barren and metrics do not estimate discovery probability.,"[""elevation_m"",""slope_degrees_approx"",""local_relief_m_approx"",""temperature_mean_c_rolling_12m"",""precipitation_total_mm_rolling_12m"",""relative_humidity_mean_pct_rolling_12m"",""wind_speed_2m_mean_m_s_rolling_12m"",""fold_safe_log1p_distance_to_training_positive_km"",""fold_safe_log1p_training_positive_count_100km"",""fold_safe_training_positive_geology_affinity""]","[""emag2_upcont_anomaly_nt"",""emag2_upcont_abs_anomaly_nt"",""emag2_upcont_local_mean_nt_3x3"",""emag2_upcont_local_std_nt_3x3"",""emag2_upcont_local_range_nt_3x3"",""emag2_anomaly_robust_z_india_h3"",""emag2_abs_robust_z_india_h3"",""emag2_error_estimate_nt"",""emag2_abs_signal_to_error_ratio"",""emag2_source_ambiguous_or_no_data""]"
EMAG2-ABL-ALUMINIUM,Aluminium,110,70,48,69,0.98571429,2100,0.95333333,5,70,2100,0.72510204,0.72526531,0.00016327,-0.04264727,0.03873589,0.06293181,0.06300961,0.00007781,0.12857143,0.07142857,-0.05714286,0.14767994,0.15186976,3,2,51.32180287,False,not_admitted_inconclusive_or_below_threshold,one_or_more_predefined_admission_gates_failed,not_admitted_shadow_evaluation_only,False,emag2-spatial-ablation-v0.1,Pseudo-absence cells are not confirmed barren and metrics do not estimate discovery probability.,"[""elevation_m"",""slope_degrees_approx"",""local_relief_m_approx"",""temperature_mean_c_rolling_12m"",""precipitation_total_mm_rolling_12m"",""relative_humidity_mean_pct_rolling_12m"",""wind_speed_2m_mean_m_s_rolling_12m"",""fold_safe_log1p_distance_to_training_positive_km"",""fold_safe_log1p_training_positive_count_100km"",""fold_safe_training_positive_geology_affinity""]","[""emag2_upcont_anomaly_nt"",""emag2_upcont_abs_anomaly_nt"",""emag2_upcont_local_mean_nt_3x3"",""emag2_upcont_local_std_nt_3x3"",""emag2_upcont_local_range_nt_3x3"",""emag2_anomaly_robust_z_india_h3"",""emag2_abs_robust_z_india_h3"",""emag2_error_estimate_nt"",""emag2_abs_signal_to_error_ratio"",""emag2_source_ambiguous_or_no_data""]"
EMAG2-ABL-IRON,Iron,238,147,54,147,1.00000000,4410,0.95328798,5,147,4410,0.81558456,0.83262684,0.01704228,-0.00535336,0.03344524,0.10703510,0.14115456,0.03411946,0.12925170,0.26530612,0.13605442,0.08079755,0.08370498,4,1,50.81287473,False,not_admitted_inconclusive_or_below_threshold,one_or_more_predefined_admission_gates_failed,not_admitted_shadow_evaluation_only,False,emag2-spatial-ablation-v0.1,Pseudo-absence cells are not confirmed barren and metrics do not estimate discovery probability.,"[""elevation_m"",""slope_degrees_approx"",""local_relief_m_approx"",""temperature_mean_c_rolling_12m"",""precipitation_total_mm_rolling_12m"",""relative_humidity_mean_pct_rolling_12m"",""wind_speed_2m_mean_m_s_rolling_12m"",""fold_safe_log1p_distance_to_training_positive_km"",""fold_safe_log1p_training_positive_count_100km"",""fold_safe_training_positive_geology_affinity""]","[""emag2_upcont_anomaly_nt"",""emag2_upcont_abs_anomaly_nt"",""emag2_upcont_local_mean_nt_3x3"",""emag2_upcont_local_std_nt_3x3"",""emag2_upcont_local_range_nt_3x3"",""emag2_anomaly_robust_z_india_h3"",""emag2_abs_robust_z_india_h3"",""emag2_error_estimate_nt"",""emag2_abs_signal_to_error_ratio"",""emag2_source_ambiguous_or_no_data""]"
EMAG2-ABL-MANGANESE,Manganese,130,86,27,86,1.00000000,2580,0.95116279,5,86,2580,0.85936542,0.87515774,0.01579232,-0.02297860,0.03531977,0.12175828,0.15092412,0.02916584,0.19767442,0.20930233,0.01162791,0.07004811,0.07184871,4,1,51.65622740,False,not_admitted_inconclusive_or_below_threshold,one_or_more_predefined_admission_gates_failed,not_admitted_shadow_evaluation_only,False,emag2-spatial-ablation-v0.1,Pseudo-absence cells are not confirmed barren and metrics do not estimate discovery probability.,"[""elevation_m"",""slope_degrees_approx"",""local_relief_m_approx"",""temperature_mean_c_rolling_12m"",""precipitation_total_mm_rolling_12m"",""relative_humidity_mean_pct_rolling_12m"",""wind_speed_2m_mean_m_s_rolling_12m"",""fold_safe_log1p_distance_to_training_positive_km"",""fold_safe_log1p_training_positive_count_100km"",""fold_safe_training_positive_geology_affinity""]","[""emag2_upcont_anomaly_nt"",""emag2_upcont_abs_anomaly_nt"",""emag2_upcont_local_mean_nt_3x3"",""emag2_upcont_local_std_nt_3x3"",""emag2_upcont_local_range_nt_3x3"",""emag2_anomaly_robust_z_india_h3"",""emag2_abs_robust_z_india_h3"",""emag2_error_estimate_nt"",""emag2_abs_signal_to_error_ratio"",""emag2_source_ambiguous_or_no_data""]"
EMAG2-ABL-CHROMIUM,Chromium,72,20,11,20,1.00000000,1000,0.95500000,5,20,1000,0.92730000,0.90625000,-0.02105000,-0.05433396,0.00675314,0.28894628,0.29934969,0.01040340,0.65000000,0.50000000,-0.15000000,0.06078396,0.05981292,2,3,50.66605829,False,not_admitted_performance_degraded,paired_out_of_fold_roc_auc_decreased,not_admitted_shadow_evaluation_only,False,emag2-spatial-ablation-v0.1,Pseudo-absence cells are not confirmed barren and metrics do not estimate discovery probability.,"[""elevation_m"",""slope_degrees_approx"",""local_relief_m_approx"",""temperature_mean_c_rolling_12m"",""precipitation_total_mm_rolling_12m"",""relative_humidity_mean_pct_rolling_12m"",""wind_speed_2m_mean_m_s_rolling_12m"",""fold_safe_log1p_distance_to_training_positive_km"",""fold_safe_log1p_training_positive_count_100km"",""fold_safe_training_positive_geology_affinity""]","[""emag2_upcont_anomaly_nt"",""emag2_upcont_abs_anomaly_nt"",""emag2_upcont_local_mean_nt_3x3"",""emag2_upcont_local_std_nt_3x3"",""emag2_upcont_local_range_nt_3x3"",""emag2_anomaly_robust_z_india_h3"",""emag2_abs_robust_z_india_h3"",""emag2_error_estimate_nt"",""emag2_abs_signal_to_error_ratio"",""emag2_source_ambiguous_or_no_data""]"
EMAG2-ABL-LEAD,Lead,34,30,22,30,1.00000000,1000,0.95100000,5,30,1000,0.59920000,0.59086667,-0.00833333,-0.05225020,0.03089561,0.04346748,0.04645424,0.00298677,0.03333333,0.10000000,0.06666667,0.14408965,0.14608828,4,1,67.14351624,False,not_admitted_performance_degraded,paired_out_of_fold_roc_auc_decreased,not_admitted_shadow_evaluation_only,False,emag2-spatial-ablation-v0.1,Pseudo-absence cells are not confirmed barren and metrics do not estimate discovery probability.,"[""elevation_m"",""slope_degrees_approx"",""local_relief_m_approx"",""temperature_mean_c_rolling_12m"",""precipitation_total_mm_rolling_12m"",""relative_humidity_mean_pct_rolling_12m"",""wind_speed_2m_mean_m_s_rolling_12m"",""fold_safe_log1p_distance_to_training_positive_km"",""fold_safe_log1p_training_positive_count_100km"",""fold_safe_training_positive_geology_affinity""]","[""emag2_upcont_anomaly_nt"",""emag2_upcont_abs_anomaly_nt"",""emag2_upcont_local_mean_nt_3x3"",""emag2_upcont_local_std_nt_3x3"",""emag2_upcont_local_range_nt_3x3"",""emag2_anomaly_robust_z_india_h3"",""emag2_abs_robust_z_india_h3"",""emag2_error_estimate_nt"",""emag2_abs_signal_to_error_ratio"",""emag2_source_ambiguous_or_no_data""]"
EMAG2-ABL-ZINC,Zinc,24,21,17,21,1.00000000,1000,0.95500000,5,21,1000,0.71171429,0.65561905,-0.05609524,-0.11862783,-0.01072010,0.04361704,0.04086831,-0.00274873,0.09523810,0.14285714,0.04761905,0.17271521,0.17055807,0,5,79.71082847,False,not_admitted_performance_degraded,paired_out_of_fold_roc_auc_decreased,not_admitted_shadow_evaluation_only,False,emag2-spatial-ablation-v0.1,Pseudo-absence cells are not confirmed barren and metrics do not estimate discovery probability.,"[""elevation_m"",""slope_degrees_approx"",""local_relief_m_approx"",""temperature_mean_c_rolling_12m"",""precipitation_total_mm_rolling_12m"",""relative_humidity_mean_pct_rolling_12m"",""wind_speed_2m_mean_m_s_rolling_12m"",""fold_safe_log1p_distance_to_training_positive_km"",""fold_safe_log1p_training_positive_count_100km"",""fold_safe_training_positive_geology_affinity""]","[""emag2_upcont_anomaly_nt"",""emag2_upcont_abs_anomaly_nt"",""emag2_upcont_local_mean_nt_3x3"",""emag2_upcont_local_std_nt_3x3"",""emag2_upcont_local_range_nt_3x3"",""emag2_anomaly_robust_z_india_h3"",""emag2_abs_robust_z_india_h3"",""emag2_error_estimate_nt"",""emag2_abs_signal_to_error_ratio"",""emag2_source_ambiguous_or_no_data""]"
EMAG2-ABL-GOLD,Gold,16,14,11,13,0.92857143,1000,0.95900000,5,14,1000,0.54750000,0.52564286,-0.02185714,-0.15581041,0.12700886,0.02109523,0.01594475,-0.00515048,0.07142857,0.00000000,-0.07142857,0.17093025,0.16663056,2,3,83.28720839,False,not_admitted_performance_degraded,paired_out_of_fold_roc_auc_decreased,not_admitted_shadow_evaluation_only,False,emag2-spatial-ablation-v0.1,Pseudo-absence cells are not confirmed barren and metrics do not estimate discovery probability.,"[""elevation_m"",""slope_degrees_approx"",""local_relief_m_approx"",""temperature_mean_c_rolling_12m"",""precipitation_total_mm_rolling_12m"",""relative_humidity_mean_pct_rolling_12m"",""wind_speed_2m_mean_m_s_rolling_12m"",""fold_safe_log1p_distance_to_training_positive_km"",""fold_safe_log1p_training_positive_count_100km"",""fold_safe_training_positive_geology_affinity""]","[""emag2_upcont_anomaly_nt"",""emag2_upcont_abs_anomaly_nt"",""emag2_upcont_local_mean_nt_3x3"",""emag2_upcont_local_std_nt_3x3"",""emag2_upcont_local_range_nt_3x3"",""emag2_anomaly_robust_z_india_h3"",""emag2_abs_robust_z_india_h3"",""emag2_error_estimate_nt"",""emag2_abs_signal_to_error_ratio"",""emag2_source_ambiguous_or_no_data""]"
EMAG2-ABL-SILVER,Silver,21,20,15,20,1.00000000,1000,0.96000000,5,20,1000,0.53175000,0.56320000,0.03145000,-0.02184912,0.08566024,0.05003055,0.05370966,0.00367910,0.25000000,0.25000000,0.00000000,0.11911987,0.12043298,3,2,63.00246496,False,not_admitted_inconclusive_or_below_threshold,one_or_more_predefined_admission_gates_failed,not_admitted_shadow_evaluation_only,False,emag2-spatial-ablation-v0.1,Pseudo-absence cells are not confirmed barren and metrics do not estimate discovery probability.,"[""elevation_m"",""slope_degrees_approx"",""local_relief_m_approx"",""temperature_mean_c_rolling_12m"",""precipitation_total_mm_rolling_12m"",""relative_humidity_mean_pct_rolling_12m"",""wind_speed_2m_mean_m_s_rolling_12m"",""fold_safe_log1p_distance_to_training_positive_km"",""fold_safe_log1p_training_positive_count_100km"",""fold_safe_training_positive_geology_affinity""]","[""emag2_upcont_anomaly_nt"",""emag2_upcont_abs_anomaly_nt"",""emag2_upcont_local_mean_nt_3x3"",""emag2_upcont_local_std_nt_3x3"",""emag2_upcont_local_range_nt_3x3"",""emag2_anomaly_robust_z_india_h3"",""emag2_abs_robust_z_india_h3"",""emag2_error_estimate_nt"",""emag2_abs_signal_to_error_ratio"",""emag2_source_ambiguous_or_no_data""]"
EMAG2-ABL-URANIUM,Uranium,1,1,1,1,1.00000000,0,,0,0,0,,,,,,,,,,,,,,0,0,,False,not_evaluated_low_support,fewer_than_10_unique_positive_h3_cells,not_admitted_shadow_evaluation_only,False,emag2-spatial-ablation-v0.1,Pseudo-absence cells are not confirmed barren and metrics do not estimate discovery probability.,"[""elevation_m"",""slope_degrees_approx"",""local_relief_m_approx"",""temperature_mean_c_rolling_12m"",""precipitation_total_mm_rolling_12m"",""relative_humidity_mean_pct_rolling_12m"",""wind_speed_2m_mean_m_s_rolling_12m"",""fold_safe_log1p_distance_to_training_positive_km"",""fold_safe_log1p_training_positive_count_100km"",""fold_safe_training_positive_geology_affinity""]","[""emag2_upcont_anomaly_nt"",""emag2_upcont_abs_anomaly_nt"",""emag2_upcont_local_mean_nt_3x3"",""emag2_upcont_local_std_nt_3x3"",""emag2_upcont_local_range_nt_3x3"",""emag2_anomaly_robust_z_india_h3"",""emag2_abs_robust_z_india_h3"",""emag2_error_estimate_nt"",""emag2_abs_signal_to_error_ratio"",""emag2_source_ambiguous_or_no_data""]"
EMAG2-ABL-THORIUM,Thorium,5,5,5,5,1.00000000,0,,0,0,0,,,,,,,,,,,,,,0,0,,False,not_evaluated_low_support,fewer_than_10_unique_positive_h3_cells,not_admitted_shadow_evaluation_only,False,emag2-spatial-ablation-v0.1,Pseudo-absence cells are not confirmed barren and metrics do not estimate discovery probability.,"[""elevation_m"",""slope_degrees_approx"",""local_relief_m_approx"",""temperature_mean_c_rolling_12m"",""precipitation_total_mm_rolling_12m"",""relative_humidity_mean_pct_rolling_12m"",""wind_speed_2m_mean_m_s_rolling_12m"",""fold_safe_log1p_distance_to_training_positive_km"",""fold_safe_log1p_training_positive_count_100km"",""fold_safe_training_positive_geology_affinity""]","[""emag2_upcont_anomaly_nt"",""emag2_upcont_abs_anomaly_nt"",""emag2_upcont_local_mean_nt_3x3"",""emag2_upcont_local_std_nt_3x3"",""emag2_upcont_local_range_nt_3x3"",""emag2_anomaly_robust_z_india_h3"",""emag2_abs_robust_z_india_h3"",""emag2_error_estimate_nt"",""emag2_abs_signal_to_error_ratio"",""emag2_source_ambiguous_or_no_data""]"
EMAG2-ABL-COAL,Coal,0,0,0,0,,0,,0,0,0,,,,,,,,,,,,,,0,0,,False,not_evaluated_low_support,fewer_than_10_unique_positive_h3_cells,not_admitted_shadow_evaluation_only,False,emag2-spatial-ablation-v0.1,Pseudo-absence cells are not confirmed barren and metrics do not estimate discovery probability.,"[""elevation_m"",""slope_degrees_approx"",""local_relief_m_approx"",""temperature_mean_c_rolling_12m"",""precipitation_total_mm_rolling_12m"",""relative_humidity_mean_pct_rolling_12m"",""wind_speed_2m_mean_m_s_rolling_12m"",""fold_safe_log1p_distance_to_training_positive_km"",""fold_safe_log1p_training_positive_count_100km"",""fold_safe_training_positive_geology_affinity""]","[""emag2_upcont_anomaly_nt"",""emag2_upcont_abs_anomaly_nt"",""emag2_upcont_local_mean_nt_3x3"",""emag2_upcont_local_std_nt_3x3"",""emag2_upcont_local_range_nt_3x3"",""emag2_anomaly_robust_z_india_h3"",""emag2_abs_robust_z_india_h3"",""emag2_error_estimate_nt"",""emag2_abs_signal_to_error_ratio"",""emag2_source_ambiguous_or_no_data""]"
EMAG2-ABL-LIGNITE,Lignite,0,0,0,0,,0,,0,0,0,,,,,,,,,,,,,,0,0,,False,not_evaluated_low_support,fewer_than_10_unique_positive_h3_cells,not_admitted_shadow_evaluation_only,False,emag2-spatial-ablation-v0.1,Pseudo-absence cells are not confirmed barren and metrics do not estimate discovery probability.,"[""elevation_m"",""slope_degrees_approx"",""local_relief_m_approx"",""temperature_mean_c_rolling_12m"",""precipitation_total_mm_rolling_12m"",""relative_humidity_mean_pct_rolling_12m"",""wind_speed_2m_mean_m_s_rolling_12m"",""fold_safe_log1p_distance_to_training_positive_km"",""fold_safe_log1p_training_positive_count_100km"",""fold_safe_training_positive_geology_affinity""]","[""emag2_upcont_anomaly_nt"",""emag2_upcont_abs_anomaly_nt"",""emag2_upcont_local_mean_nt_3x3"",""emag2_upcont_local_std_nt_3x3"",""emag2_upcont_local_range_nt_3x3"",""emag2_anomaly_robust_z_india_h3"",""emag2_abs_robust_z_india_h3"",""emag2_error_estimate_nt"",""emag2_abs_signal_to_error_ratio"",""emag2_source_ambiguous_or_no_data""]"
EMAG2-ABL-PETROLEUM,Petroleum,0,0,0,0,,0,,0,0,0,,,,,,,,,,,,,,0,0,,False,not_evaluated_low_support,fewer_than_10_unique_positive_h3_cells,not_admitted_shadow_evaluation_only,False,emag2-spatial-ablation-v0.1,Pseudo-absence cells are not confirmed barren and metrics do not estimate discovery probability.,"[""elevation_m"",""slope_degrees_approx"",""local_relief_m_approx"",""temperature_mean_c_rolling_12m"",""precipitation_total_mm_rolling_12m"",""relative_humidity_mean_pct_rolling_12m"",""wind_speed_2m_mean_m_s_rolling_12m"",""fold_safe_log1p_distance_to_training_positive_km"",""fold_safe_log1p_training_positive_count_100km"",""fold_safe_training_positive_geology_affinity""]","[""emag2_upcont_anomaly_nt"",""emag2_upcont_abs_anomaly_nt"",""emag2_upcont_local_mean_nt_3x3"",""emag2_upcont_local_std_nt_3x3"",""emag2_upcont_local_range_nt_3x3"",""emag2_anomaly_robust_z_india_h3"",""emag2_abs_robust_z_india_h3"",""emag2_error_estimate_nt"",""emag2_abs_signal_to_error_ratio"",""emag2_source_ambiguous_or_no_data""]"
EMAG2-ABL-NATURAL-GAS,Natural gas,0,0,0,0,,0,,0,0,0,,,,,,,,,,,,,,0,0,,False,not_evaluated_low_support,fewer_than_10_unique_positive_h3_cells,not_admitted_shadow_evaluation_only,False,emag2-spatial-ablation-v0.1,Pseudo-absence cells are not confirmed barren and metrics do not estimate discovery probability.,"[""elevation_m"",""slope_degrees_approx"",""local_relief_m_approx"",""temperature_mean_c_rolling_12m"",""precipitation_total_mm_rolling_12m"",""relative_humidity_mean_pct_rolling_12m"",""wind_speed_2m_mean_m_s_rolling_12m"",""fold_safe_log1p_distance_to_training_positive_km"",""fold_safe_log1p_training_positive_count_100km"",""fold_safe_training_positive_geology_affinity""]","[""emag2_upcont_anomaly_nt"",""emag2_upcont_abs_anomaly_nt"",""emag2_upcont_local_mean_nt_3x3"",""emag2_upcont_local_std_nt_3x3"",""emag2_upcont_local_range_nt_3x3"",""emag2_anomaly_robust_z_india_h3"",""emag2_abs_robust_z_india_h3"",""emag2_error_estimate_nt"",""emag2_abs_signal_to_error_ratio"",""emag2_source_ambiguous_or_no_data""]"
EMAG2-ABL-BORON,Boron,1,1,1,1,1.00000000,0,,0,0,0,,,,,,,,,,,,,,0,0,,False,not_evaluated_low_support,fewer_than_10_unique_positive_h3_cells,not_admitted_shadow_evaluation_only,False,emag2-spatial-ablation-v0.1,Pseudo-absence cells are not confirmed barren and metrics do not estimate discovery probability.,"[""elevation_m"",""slope_degrees_approx"",""local_relief_m_approx"",""temperature_mean_c_rolling_12m"",""precipitation_total_mm_rolling_12m"",""relative_humidity_mean_pct_rolling_12m"",""wind_speed_2m_mean_m_s_rolling_12m"",""fold_safe_log1p_distance_to_training_positive_km"",""fold_safe_log1p_training_positive_count_100km"",""fold_safe_training_positive_geology_affinity""]","[""emag2_upcont_anomaly_nt"",""emag2_upcont_abs_anomaly_nt"",""emag2_upcont_local_mean_nt_3x3"",""emag2_upcont_local_std_nt_3x3"",""emag2_upcont_local_range_nt_3x3"",""emag2_anomaly_robust_z_india_h3"",""emag2_abs_robust_z_india_h3"",""emag2_error_estimate_nt"",""emag2_abs_signal_to_error_ratio"",""emag2_source_ambiguous_or_no_data""]"
EMAG2-ABL-FLUORINE,Fluorine,3,3,2,3,1.00000000,0,,0,0,0,,,,,,,,,,,,,,0,0,,False,not_evaluated_low_support,fewer_than_10_unique_positive_h3_cells,not_admitted_shadow_evaluation_only,False,emag2-spatial-ablation-v0.1,Pseudo-absence cells are not confirmed barren and metrics do not estimate discovery probability.,"[""elevation_m"",""slope_degrees_approx"",""local_relief_m_approx"",""temperature_mean_c_rolling_12m"",""precipitation_total_mm_rolling_12m"",""relative_humidity_mean_pct_rolling_12m"",""wind_speed_2m_mean_m_s_rolling_12m"",""fold_safe_log1p_distance_to_training_positive_km"",""fold_safe_log1p_training_positive_count_100km"",""fold_safe_training_positive_geology_affinity""]","[""emag2_upcont_anomaly_nt"",""emag2_upcont_abs_anomaly_nt"",""emag2_upcont_local_mean_nt_3x3"",""emag2_upcont_local_std_nt_3x3"",""emag2_upcont_local_range_nt_3x3"",""emag2_anomaly_robust_z_india_h3"",""emag2_abs_robust_z_india_h3"",""emag2_error_estimate_nt"",""emag2_abs_signal_to_error_ratio"",""emag2_source_ambiguous_or_no_data""]"
