artifact_id,relative_path,artifact_type,release_version,schema_version,evidence_role,role_definition,model_use_status,row_grain,primary_key_columns_json,primary_key_unique,primary_key_blank_rows,row_count,column_count,schema_sha256,artifact_sha256,artifact_sha256_status,source_ids_json,geographic_scope,temporal_scope,coordinate_or_geometry_fields_json,uncertainty_fields_json,exclusion_or_quality_fields_json,license_or_access_basis,schema_freeze_status,schema_change_policy,build_script,validation_artifact,limitations
india_known_mining_sites,outputs/india_known_mining_sites.csv,tabular_csv,v1.0-alpha.24,alpha24-schema-54641ba4f033,observed_source_evidence,"Source-reported observation, event, inventory, sample, catalogue row, or reviewed footprint; not automatically a model label or current-status fact.",training_evidence_with_source_quality_controls,"One public-source mine, prospect, occurrence, or past-producer record.","[""record_id""]",true,0,781,96,54641ba4f03383ef6ada476c1cffb00abe608ae581147114eb2630d92a535a79,3fd4ed34e4d717058d0320e882396afe7b0e39cb4c52d0d6e0b49a7045c379ab,computed_from_release_artifact_bytes,"[""SRC_CENSUS_A01_2011"",""SRC_CENSUS_PCA_2011"",""SRC_DATAMEET_DISTRICTS_2011"",""SRC_DATAMEET_INDIA_BOUNDARY"",""SRC_ESRI_INDIA_GEOLOGY"",""SRC_INDIA_CRITICAL_2023"",""SRC_NASA_POWER_ROLLING_12M"",""SRC_USGS_MRDS"",""SRC_WORLDCLIM_ELEV"",""SRC_WORLDPOP_2020""]",India selection; 779 of 781 coordinates in expected bounds,Historical MRDS records with mixed source dates,"[""latitude"",""longitude"",""h3_r6"",""climate_grid_latitude"",""climate_grid_longitude""]","[""weather_data_completeness_pct_rolling_12m""]","[""development_status"",""weather_valid_days_min_rolling_12m"",""source_quality_code"",""data_quality_flags_json""]","{""SRC_CENSUS_A01_2011"":""Government of India census publication; retain attribution and verify website terms for redistribution."",""SRC_CENSUS_PCA_2011"":""Government of India census publication; retain attribution and verify website terms for redistribution."",""SRC_DATAMEET_DISTRICTS_2011"":""CC BY 2.5 India as stated in the directory README."",""SRC_DATAMEET_INDIA_BOUNDARY"":""CC BY-SA 2.5 / ODbL as stated in the Country README."",""SRC_ESRI_INDIA_GEOLOGY"":""Publicly queryable service; item metadata does not state a reuse license. Dataset exports contain only sampled unit attributes, not redistributed polygons."",""SRC_INDIA_CRITICAL_2023"":""Government publication; retain attribution."",""SRC_NASA_POWER_ROLLING_12M"":""NASA open data; cite the POWER project and its underlying MERRA-2 source."",""SRC_USGS_MRDS"":""U.S. federal government data; verify source-specific reuse terms and citations."",""SRC_WORLDCLIM_ELEV"":""WorldClim data terms require citation; review current terms before commercial redistribution."",""SRC_WORLDPOP_2020"":""WorldPop open-data terms; commonly distributed under CC BY 4.0. Verify the release page for operational reuse.""}",frozen_for_v1.0-alpha.24,"Any breaking or semantic change requires a new release version, explicit dictionary and schema-hash update, validation, and documented migration note.",scripts/build_dataset.py,outputs/validation_report.json,"MRDS is incomplete, partly historical, and has variable point precision and status currency."
india_material_ontology_v1,outputs/india_material_ontology_v1.csv,tabular_csv,v1.0-alpha.24,alpha24-schema-44a02e13cef8,metadata_governance,"Ontology, provenance, schema, source, access, limitation, or release-control metadata; not geological evidence.",ontology_only_no_automatic_model_eligibility,One typed material entity.,"[""material_id""]",true,0,254,34,44a02e13cef8f02996f8333c42211908aa6a78ad776a91c400a65e7b38559f9a,0241ca93578d89514f269886a1ac685de077735e12beb0db8100af85b43ca03d,computed_from_release_artifact_bytes,"[""SRC_IBM_ABANDONED_MINE_SITES"",""SRC_IBM_INDIAN_MINERALS_YEARBOOK_2024_CONCESSIONS"",""SRC_IBM_INDIAN_MINERALS_YEARBOOK_2024_STATE_REVIEWS"",""SRC_IBM_MCDR_INSPECTIONS_2023_2026"",""SRC_IBM_NMI_2025"",""SRC_IMA_CNMNC_MINERAL_LIST_2026_09"",""SRC_INDIA_CRITICAL_2023"",""SRC_IUPAC_PERIODIC_TABLE_2022"",""SRC_MSTC_CRITICAL_MBS_T1_T8"",""SRC_USGS_MCS_2026"",""SRC_USGS_MRDS""]",Not spatial,Authority snapshots through 2026-09,[],"[""model_support_level_v0_6""]","[""ima_status"",""authority_status""]","{""SRC_IBM_ABANDONED_MINE_SITES"":""Government of India public webpage; retain attribution and verify current IBM website reuse terms."",""SRC_IBM_INDIAN_MINERALS_YEARBOOK_2024_CONCESSIONS"":""Government of India public PDF; retain attribution and verify current IBM website reuse terms."",""SRC_IBM_INDIAN_MINERALS_YEARBOOK_2024_STATE_REVIEWS"":""Government of India public PDF; no blanket reuse licence asserted by KHANAN. Retain attribution and consult current IBM terms."",""SRC_IBM_MCDR_INSPECTIONS_2023_2026"":""Government of India public webpages; retain attribution and verify current IBM website reuse terms."",""SRC_IBM_NMI_2025"":""Government of India publication; retain attribution and verify current IBM website reuse terms."",""SRC_IMA_CNMNC_MINERAL_LIST_2026_09"":""The document states Creative Commons Attribution-ShareAlike 3.0; retain attribution and share adaptations under compatible terms."",""SRC_INDIA_CRITICAL_2023"":""Government publication; retain attribution."",""SRC_IUPAC_PERIODIC_TABLE_2022"":""Reference source; retain IUPAC attribution and review reuse terms before redistributing source artwork."",""SRC_MSTC_CRITICAL_MBS_T1_T8"":""Government-owned auction portal; retain source document URLs, access date, and attribution."",""SRC_USGS_MCS_2026"":""U.S. Geological Survey data release; public domain, with citation requested."",""SRC_USGS_MRDS"":""U.S. federal government data; verify source-specific reuse terms and citations.""}",frozen_for_v1.0-alpha.24,"Any breaking or semantic change requires a new release version, explicit dictionary and schema-hash update, validation, and documented migration note.",scripts/build_material_ontology.py,outputs/material_ontology_validation_v1.json,Ontology inclusion does not establish occurrence in India or prediction eligibility.
india_mining_candidate_areas_validation_gated,outputs/india_mining_candidate_areas_validation_gated.csv,tabular_csv,v1.0-alpha.24,alpha24-schema-70c85fd1fcb0,model_hypothesis,"Model-generated reconnaissance output; not a probability, discovery, reserve, resource, grade, legal right, or drill target.",production_model_output_v0.6,One H3 cell that passes published candidate-promotion gates.,"[""h3_r6""]",true,0,2784,187,70c85fd1fcb0fd8aaea0a4a13773d7a8ea6b6a7ab19d6e669efc34fb4e935827,f730ee1c72a72764c49e95b0cf1b29873df4e32f2ceed2610e534915c760cf04,computed_from_release_artifact_bytes,"[""SRC_CENSUS_A01_2011"",""SRC_CENSUS_PCA_2011"",""SRC_DATAMEET_DISTRICTS_2011"",""SRC_DATAMEET_INDIA_BOUNDARY"",""SRC_ESRI_INDIA_GEOLOGY"",""SRC_INDIA_CRITICAL_2023"",""SRC_NASA_POWER_ROLLING_12M"",""SRC_USGS_MRDS"",""SRC_WORLDCLIM_ELEV"",""SRC_WORLDPOP_2020""]",National H3 grid; promoted subset,Feature reference periods vary; model v0.6,"[""latitude"",""longitude"",""h3_r6"",""cell_boundary_wkt"",""climate_grid_latitude"",""climate_grid_longitude"",""emag2_anomaly_percentile_india_h3"",""emag2_anomaly_robust_z_india_h3"",""emag2_abs_robust_z_india_h3"",""emag2_source_grid_longitude"",""emag2_source_grid_latitude"",""soilgrids_source_grid_longitude"",""soilgrids_source_grid_latitude""]","[""weather_data_completeness_pct_rolling_12m"",""model_support_level"",""emag2_upcont_local_std_nt_3x3"",""emag2_error_estimate_nt"",""emag2_error_raw_value"",""emag2_abs_signal_to_error_ratio"",""emag2_uncertainty_interpretation"",""soilgrids_phh2o_0_5cm_p05"",""soilgrids_phh2o_0_5cm_p95"",""soilgrids_phh2o_30_60cm_p05"",""soilgrids_phh2o_30_60cm_p95"",""soilgrids_clay_0_5cm_p05"",""soilgrids_clay_0_5cm_p95"",""soilgrids_clay_30_60cm_p05"",""soilgrids_clay_30_60cm_p95"",""soilgrids_sand_0_5cm_p05"",""soilgrids_sand_0_5cm_p95"",""soilgrids_sand_30_60cm_p05"",""soilgrids_sand_30_60cm_p95"",""soilgrids_silt_0_5cm_p05"",""soilgrids_silt_0_5cm_p95"",""soilgrids_silt_30_60cm_p05"",""soilgrids_silt_30_60cm_p95"",""soilgrids_soc_0_5cm_p05"",""soilgrids_soc_0_5cm_p95"",""soilgrids_soc_30_60cm_p05"",""soilgrids_soc_30_60cm_p95"",""soilgrids_cec_0_5cm_p05"",""soilgrids_cec_0_5cm_p95"",""soilgrids_cec_30_60cm_p05"",""soilgrids_cec_30_60cm_p95"",""soilgrids_nitrogen_0_5cm_p05"",""soilgrids_nitrogen_0_5cm_p95"",""soilgrids_nitrogen_30_60cm_p05"",""soilgrids_nitrogen_30_60cm_p95"",""soilgrids_bdod_0_5cm_p05"",""soilgrids_bdod_0_5cm_p95"",""soilgrids_bdod_30_60cm_p05"",""soilgrids_bdod_30_60cm_p95"",""soilgrids_cfvo_0_5cm_p05"",""soilgrids_cfvo_0_5cm_p95"",""soilgrids_cfvo_30_60cm_p05"",""soilgrids_cfvo_30_60cm_p95"",""soilgrids_uncertainty_interpretation""]","[""weather_valid_days_min_rolling_12m"",""model_validation_tier"",""candidate_promotion_rule"",""model_limitations"",""data_quality_flags_json"",""emag2_uncertainty_interpretation"",""emag2_model_use_status"",""emag2_data_quality_flags_json"",""soilgrids_model_use_status"",""soilgrids_uncertainty_interpretation"",""soilgrids_data_quality_flags_json""]","{""SRC_CENSUS_A01_2011"":""Government of India census publication; retain attribution and verify website terms for redistribution."",""SRC_CENSUS_PCA_2011"":""Government of India census publication; retain attribution and verify website terms for redistribution."",""SRC_DATAMEET_DISTRICTS_2011"":""CC BY 2.5 India as stated in the directory README."",""SRC_DATAMEET_INDIA_BOUNDARY"":""CC BY-SA 2.5 / ODbL as stated in the Country README."",""SRC_ESRI_INDIA_GEOLOGY"":""Publicly queryable service; item metadata does not state a reuse license. Dataset exports contain only sampled unit attributes, not redistributed polygons."",""SRC_INDIA_CRITICAL_2023"":""Government publication; retain attribution."",""SRC_NASA_POWER_ROLLING_12M"":""NASA open data; cite the POWER project and its underlying MERRA-2 source."",""SRC_USGS_MRDS"":""U.S. federal government data; verify source-specific reuse terms and citations."",""SRC_WORLDCLIM_ELEV"":""WorldClim data terms require citation; review current terms before commercial redistribution."",""SRC_WORLDPOP_2020"":""WorldPop open-data terms; commonly distributed under CC BY 4.0. Verify the release page for operational reuse.""}",frozen_for_v1.0-alpha.24,"Any breaking or semantic change requires a new release version, explicit dictionary and schema-hash update, validation, and documented migration note.",scripts/build_dataset.py,outputs/validation_report.json,Scores are uncalibrated reconnaissance indices for 50 targets and are not discoveries or drill targets.
india_mining_prospectivity_grid_h3_r6,outputs/india_mining_prospectivity_grid_h3_r6.csv,tabular_csv,v1.0-alpha.24,alpha24-schema-70c85fd1fcb0,model_hypothesis,"Model-generated reconnaissance output; not a probability, discovery, reserve, resource, grade, legal right, or drill target.",production_model_output_v0.6,One H3 resolution-6 cell covering India.,"[""h3_r6""]",true,0,88857,187,70c85fd1fcb0fd8aaea0a4a13773d7a8ea6b6a7ab19d6e669efc34fb4e935827,13307723efac1054666308c77b52ca0c93820a63ce535f578b23a294906136d9,computed_from_release_artifact_bytes,"[""SRC_CENSUS_A01_2011"",""SRC_CENSUS_PCA_2011"",""SRC_DATAMEET_DISTRICTS_2011"",""SRC_DATAMEET_INDIA_BOUNDARY"",""SRC_ESRI_INDIA_GEOLOGY"",""SRC_INDIA_CRITICAL_2023"",""SRC_NASA_POWER_ROLLING_12M"",""SRC_USGS_MRDS"",""SRC_WORLDCLIM_ELEV"",""SRC_WORLDPOP_2020""]","National H3 grid; 88,857 cells",Feature reference periods vary; model v0.6,"[""latitude"",""longitude"",""h3_r6"",""cell_boundary_wkt"",""climate_grid_latitude"",""climate_grid_longitude"",""emag2_anomaly_percentile_india_h3"",""emag2_anomaly_robust_z_india_h3"",""emag2_abs_robust_z_india_h3"",""emag2_source_grid_longitude"",""emag2_source_grid_latitude"",""soilgrids_source_grid_longitude"",""soilgrids_source_grid_latitude""]","[""weather_data_completeness_pct_rolling_12m"",""model_support_level"",""emag2_upcont_local_std_nt_3x3"",""emag2_error_estimate_nt"",""emag2_error_raw_value"",""emag2_abs_signal_to_error_ratio"",""emag2_uncertainty_interpretation"",""soilgrids_phh2o_0_5cm_p05"",""soilgrids_phh2o_0_5cm_p95"",""soilgrids_phh2o_30_60cm_p05"",""soilgrids_phh2o_30_60cm_p95"",""soilgrids_clay_0_5cm_p05"",""soilgrids_clay_0_5cm_p95"",""soilgrids_clay_30_60cm_p05"",""soilgrids_clay_30_60cm_p95"",""soilgrids_sand_0_5cm_p05"",""soilgrids_sand_0_5cm_p95"",""soilgrids_sand_30_60cm_p05"",""soilgrids_sand_30_60cm_p95"",""soilgrids_silt_0_5cm_p05"",""soilgrids_silt_0_5cm_p95"",""soilgrids_silt_30_60cm_p05"",""soilgrids_silt_30_60cm_p95"",""soilgrids_soc_0_5cm_p05"",""soilgrids_soc_0_5cm_p95"",""soilgrids_soc_30_60cm_p05"",""soilgrids_soc_30_60cm_p95"",""soilgrids_cec_0_5cm_p05"",""soilgrids_cec_0_5cm_p95"",""soilgrids_cec_30_60cm_p05"",""soilgrids_cec_30_60cm_p95"",""soilgrids_nitrogen_0_5cm_p05"",""soilgrids_nitrogen_0_5cm_p95"",""soilgrids_nitrogen_30_60cm_p05"",""soilgrids_nitrogen_30_60cm_p95"",""soilgrids_bdod_0_5cm_p05"",""soilgrids_bdod_0_5cm_p95"",""soilgrids_bdod_30_60cm_p05"",""soilgrids_bdod_30_60cm_p95"",""soilgrids_cfvo_0_5cm_p05"",""soilgrids_cfvo_0_5cm_p95"",""soilgrids_cfvo_30_60cm_p05"",""soilgrids_cfvo_30_60cm_p95"",""soilgrids_uncertainty_interpretation""]","[""weather_valid_days_min_rolling_12m"",""model_validation_tier"",""candidate_promotion_rule"",""model_limitations"",""data_quality_flags_json"",""emag2_uncertainty_interpretation"",""emag2_model_use_status"",""emag2_data_quality_flags_json"",""soilgrids_model_use_status"",""soilgrids_uncertainty_interpretation"",""soilgrids_data_quality_flags_json""]","{""SRC_CENSUS_A01_2011"":""Government of India census publication; retain attribution and verify website terms for redistribution."",""SRC_CENSUS_PCA_2011"":""Government of India census publication; retain attribution and verify website terms for redistribution."",""SRC_DATAMEET_DISTRICTS_2011"":""CC BY 2.5 India as stated in the directory README."",""SRC_DATAMEET_INDIA_BOUNDARY"":""CC BY-SA 2.5 / ODbL as stated in the Country README."",""SRC_ESRI_INDIA_GEOLOGY"":""Publicly queryable service; item metadata does not state a reuse license. Dataset exports contain only sampled unit attributes, not redistributed polygons."",""SRC_INDIA_CRITICAL_2023"":""Government publication; retain attribution."",""SRC_NASA_POWER_ROLLING_12M"":""NASA open data; cite the POWER project and its underlying MERRA-2 source."",""SRC_USGS_MRDS"":""U.S. federal government data; verify source-specific reuse terms and citations."",""SRC_WORLDCLIM_ELEV"":""WorldClim data terms require citation; review current terms before commercial redistribution."",""SRC_WORLDPOP_2020"":""WorldPop open-data terms; commonly distributed under CC BY 4.0. Verify the release page for operational reuse.""}",frozen_for_v1.0-alpha.24,"Any breaking or semantic change requires a new release version, explicit dictionary and schema-hash update, validation, and documented migration note.",scripts/build_dataset.py,outputs/validation_report.json,Only supported materials receive scores; context layers failing admission remain excluded from rankings.
india_official_critical_mineral_blocks,outputs/india_official_critical_mineral_blocks.csv,tabular_csv,v1.0-alpha.24,alpha24-schema-910296e2e96b,observed_source_evidence,"Source-reported observation, event, inventory, sample, catalogue row, or reviewed footprint; not automatically a model label or current-status fact.",context_and_transfer_validation_only,One central critical-mineral auction offer or result event.,"[""record_id""]",true,0,199,52,910296e2e96b117b9e63ca9eaf902a10b1e6caa1513eb1a6ce1a46f5e1edf095,cc1a855341166d56067697ae192d496e0a7076526260e32ff5e6a8eb57df3dbc,computed_from_release_artifact_bytes,"[""SRC_MSTC_CRITICAL_MBS_T1_T8"",""SRC_MSTC_CRITICAL_NIT_T1_T8"",""SRC_MSTC_CRITICAL_RESULTS_T6_T7"",""SRC_PIB_CRITICAL_BLOCKS_T1"",""SRC_PIB_CRITICAL_BLOCKS_T5"",""SRC_PIB_CRITICAL_BLOCKS_T8"",""SRC_PIB_CRITICAL_RESULTS_T1"",""SRC_PIB_CRITICAL_RESULTS_T2_T3"",""SRC_PIB_CRITICAL_RESULTS_T4_A"",""SRC_PIB_CRITICAL_RESULTS_T4_B""]",India; official named auction blocks,Tranches 1-8 and results through source snapshots,"[""latitude"",""longitude"",""block_boundary_wkt"",""geometry_vertex_count"",""geometry_area_geodesic_ha"",""geometry_area_difference_pct"",""geometry_type"",""geometry_extraction_method"",""geometry_quality_flag"",""geometry_source_url""]",[],"[""auction_status_at_source_date"",""geometry_quality_flag"",""spatial_validation_note"",""integration_status""]","{""SRC_MSTC_CRITICAL_MBS_T1_T8"":""Government-owned auction portal; retain source document URLs, access date, and attribution."",""SRC_MSTC_CRITICAL_NIT_T1_T8"":""Government-owned auction portal; retain source document URLs, access date, and attribution."",""SRC_MSTC_CRITICAL_RESULTS_T6_T7"":""Government-owned auction portal; retain source URL, access date, and attribution."",""SRC_PIB_CRITICAL_BLOCKS_T1"":""Government publication; retain attribution."",""SRC_PIB_CRITICAL_BLOCKS_T5"":""Government publication; retain attribution."",""SRC_PIB_CRITICAL_BLOCKS_T8"":""Government publication; retain attribution."",""SRC_PIB_CRITICAL_RESULTS_T1"":""Government publication; retain attribution."",""SRC_PIB_CRITICAL_RESULTS_T2_T3"":""Government publication; retain attribution."",""SRC_PIB_CRITICAL_RESULTS_T4_A"":""Government publication; retain attribution."",""SRC_PIB_CRITICAL_RESULTS_T4_B"":""Government publication; retain attribution.""}",frozen_for_v1.0-alpha.24,"Any breaking or semantic change requires a new release version, explicit dictionary and schema-hash update, validation, and documented migration note.",scripts/build_official_blocks.py,outputs/official_critical_blocks_validation.json,"Auction events do not prove production, final grant, resource, reserve, or access rights."
india_official_critical_mineral_mbs_manifest,outputs/india_official_critical_mineral_mbs_manifest.csv,tabular_csv,v1.0-alpha.24,alpha24-schema-aa90f3e288e5,observed_source_evidence,"Source-reported observation, event, inventory, sample, catalogue row, or reviewed footprint; not automatically a model label or current-status fact.",geometry_source_manifest_only,One auction-offer event and its MBS/notice document lineage.,"[""event_id""]",true,0,143,32,aa90f3e288e53b52b544abf2a5928dc0cf00e2447e87e899d76f13c95dbc9d26,cb5c89cb40d2434973b858f94ab08bf2e5000bda37a513cc700947840f97d467,computed_from_release_artifact_bytes,"[""SRC_MSTC_CRITICAL_MBS_T1_T8"",""SRC_MSTC_CRITICAL_NIT_T1_T8"",""SRC_MSTC_CRITICAL_RESULTS_T6_T7"",""SRC_PIB_CRITICAL_BLOCKS_T1"",""SRC_PIB_CRITICAL_BLOCKS_T5"",""SRC_PIB_CRITICAL_BLOCKS_T8"",""SRC_PIB_CRITICAL_RESULTS_T1"",""SRC_PIB_CRITICAL_RESULTS_T2_T3"",""SRC_PIB_CRITICAL_RESULTS_T4_A"",""SRC_PIB_CRITICAL_RESULTS_T4_B""]",India; central critical-mineral auction blocks,Tranches 1-8,"[""geometry_type"",""geometry_vertex_count"",""geometry_area_geodesic_ha"",""geometry_area_difference_pct"",""geometry_extraction_method"",""geometry_quality_flag"",""geometry_source_url""]",[],"[""geometry_quality_flag"",""spatial_validation_note""]","{""SRC_MSTC_CRITICAL_MBS_T1_T8"":""Government-owned auction portal; retain source document URLs, access date, and attribution."",""SRC_MSTC_CRITICAL_NIT_T1_T8"":""Government-owned auction portal; retain source document URLs, access date, and attribution."",""SRC_MSTC_CRITICAL_RESULTS_T6_T7"":""Government-owned auction portal; retain source URL, access date, and attribution."",""SRC_PIB_CRITICAL_BLOCKS_T1"":""Government publication; retain attribution."",""SRC_PIB_CRITICAL_BLOCKS_T5"":""Government publication; retain attribution."",""SRC_PIB_CRITICAL_BLOCKS_T8"":""Government publication; retain attribution."",""SRC_PIB_CRITICAL_RESULTS_T1"":""Government publication; retain attribution."",""SRC_PIB_CRITICAL_RESULTS_T2_T3"":""Government publication; retain attribution."",""SRC_PIB_CRITICAL_RESULTS_T4_A"":""Government publication; retain attribution."",""SRC_PIB_CRITICAL_RESULTS_T4_B"":""Government publication; retain attribution.""}",frozen_for_v1.0-alpha.24,"Any breaking or semantic change requires a new release version, explicit dictionary and schema-hash update, validation, and documented migration note.",scripts/build_official_mbs_inventory.py,outputs/official_critical_blocks_validation.json,Document availability and geometry checks do not establish current legal status.
india_sentinel2_scene_manifest_2025,outputs/india_sentinel2_scene_manifest_2025.csv,tabular_csv,v1.0-alpha.24,alpha24-schema-81d11b885086,observed_source_evidence,"Source-reported observation, event, inventory, sample, catalogue row, or reviewed footprint; not automatically a model label or current-status fact.",surface_context_lineage_only,One selected Sentinel-2 scene per fixed season and MGRS tile.,"[""season_id"",""scene_item_id""]",true,0,950,49,81d11b8850865cf71209e5984d50c9115df31f8974dc45e76f34d76b5c6ed190,00bd553543f9ec03383115afb8eec52f583bb038394d9f899cf72ef4843f9568,computed_from_release_artifact_bytes,[],475 India-relevant MGRS tiles per season,Two fixed 2025 seasons,[],[],"[""model_use_status""]","{""KHANAN_DERIVED"":""Release metadata derived from the versioned public artifacts; upstream source terms remain controlling.""}",frozen_for_v1.0-alpha.24,"Any breaking or semantic change requires a new release version, explicit dictionary and schema-hash update, validation, and documented migration note.",scripts/build_sentinel2_surface_context.py,outputs/sentinel2_surface_context_validation.json,Scene selection and provider metadata do not establish mineral presence.
india_sentinel2_surface_context_h3_r6,outputs/india_sentinel2_surface_context_h3_r6.csv,tabular_csv,v1.0-alpha.24,alpha24-schema-4e301c8f9362,contextual_feature,Derived spatial or environmental context excluded from production scoring unless a separate admission test passes.,excluded_after_spatial_ablation,One national H3 cell with two-season surface summaries.,"[""h3_r6""]",true,0,88857,86,4e301c8f9362bc200b551e477af33033207edb237fc22c0aefc564dea1559b3a,9e27de97dc5f3261e6b1e0d9a5a31b689bf2893a3d0a74e0cad8156e98553bfe,computed_from_release_artifact_bytes,[],National H3 grid,Two fixed 2025 seasons,"[""h3_r6"",""latitude"",""longitude""]",[],"[""dry_band_valid_sample_count"",""dry_invalid_or_uncovered_sample_count"",""post_band_valid_sample_count"",""post_invalid_or_uncovered_sample_count"",""bare_surface_quality_status"",""spectral_proxy_interpretation"",""model_use_status"",""data_quality_flags_json""]","{""KHANAN_DERIVED"":""Release metadata derived from the versioned public artifacts; upstream source terms remain controlling.""}",frozen_for_v1.0-alpha.24,"Any breaking or semantic change requires a new release version, explicit dictionary and schema-hash update, validation, and documented migration note.",scripts/build_sentinel2_surface_context.py,outputs/sentinel2_surface_context_validation.json,Multispectral proxies are non-specific and can encode post-discovery disturbance or confounders.
india_soilgrids_v2_soil_features_h3_r6,outputs/india_soilgrids_v2_soil_features_h3_r6.csv,tabular_csv,v1.0-alpha.24,alpha24-schema-503235d8d23c,contextual_feature,Derived spatial or environmental context excluded from production scoring unless a separate admission test passes.,excluded_after_spatial_ablation,One national H3 cell with modeled soil properties at two depths.,"[""h3_r6""]",true,0,88857,73,503235d8d23c200e263d84c9bc1a75cc7960db953532136fc0d783b885f675be,43bc48f40b63fe9f72a9e8a834e8955f54f73c26ec31cb0d50e0936ab1ccc7aa,computed_from_release_artifact_bytes,[],National H3 grid,SoilGrids 2.0 model snapshot,"[""h3_r6"",""latitude"",""longitude"",""soilgrids_source_grid_longitude"",""soilgrids_source_grid_latitude""]","[""soilgrids_phh2o_0_5cm_p05"",""soilgrids_phh2o_0_5cm_p95"",""soilgrids_phh2o_30_60cm_p05"",""soilgrids_phh2o_30_60cm_p95"",""soilgrids_clay_0_5cm_p05"",""soilgrids_clay_0_5cm_p95"",""soilgrids_clay_30_60cm_p05"",""soilgrids_clay_30_60cm_p95"",""soilgrids_sand_0_5cm_p05"",""soilgrids_sand_0_5cm_p95"",""soilgrids_sand_30_60cm_p05"",""soilgrids_sand_30_60cm_p95"",""soilgrids_silt_0_5cm_p05"",""soilgrids_silt_0_5cm_p95"",""soilgrids_silt_30_60cm_p05"",""soilgrids_silt_30_60cm_p95"",""soilgrids_soc_0_5cm_p05"",""soilgrids_soc_0_5cm_p95"",""soilgrids_soc_30_60cm_p05"",""soilgrids_soc_30_60cm_p95"",""soilgrids_cec_0_5cm_p05"",""soilgrids_cec_0_5cm_p95"",""soilgrids_cec_30_60cm_p05"",""soilgrids_cec_30_60cm_p95"",""soilgrids_nitrogen_0_5cm_p05"",""soilgrids_nitrogen_0_5cm_p95"",""soilgrids_nitrogen_30_60cm_p05"",""soilgrids_nitrogen_30_60cm_p95"",""soilgrids_bdod_0_5cm_p05"",""soilgrids_bdod_0_5cm_p95"",""soilgrids_bdod_30_60cm_p05"",""soilgrids_bdod_30_60cm_p95"",""soilgrids_cfvo_0_5cm_p05"",""soilgrids_cfvo_0_5cm_p95"",""soilgrids_cfvo_30_60cm_p05"",""soilgrids_cfvo_30_60cm_p95"",""soilgrids_uncertainty_interpretation""]","[""soilgrids_model_use_status"",""soilgrids_uncertainty_interpretation"",""soilgrids_data_quality_flags_json""]","{""KHANAN_DERIVED"":""Release metadata derived from the versioned public artifacts; upstream source terms remain controlling.""}",frozen_for_v1.0-alpha.24,"Any breaking or semantic change requires a new release version, explicit dictionary and schema-hash update, validation, and documented migration note.",scripts/build_soilgrids_features.py,outputs/soilgrids_v2_soil_features_validation.json,Global modeled soil predictions are not India field assays or ore geochemistry.
india_strategic_materials_top50,outputs/india_strategic_materials_top50.csv,tabular_csv,v1.0-alpha.24,alpha24-schema-6b55aacea9e4,metadata_governance,"Ontology, provenance, schema, source, access, limitation, or release-control metadata; not geological evidence.",model_target_registry_v0.6,One retained strategic modeling target.,"[""material_name""]",true,0,50,15,6b55aacea9e4ca89f2b48e6f0089450f00fb31f61341e2ca24e7f9c4cc440328,22a3c2c5e9eb9670614be0894060cb7a935e448ca28c2d26d413926d52fb4751,computed_from_release_artifact_bytes,"[""SRC_CENSUS_A01_2011"",""SRC_CENSUS_PCA_2011"",""SRC_DATAMEET_DISTRICTS_2011"",""SRC_DATAMEET_INDIA_BOUNDARY"",""SRC_ESRI_INDIA_GEOLOGY"",""SRC_INDIA_CRITICAL_2023"",""SRC_NASA_POWER_ROLLING_12M"",""SRC_USGS_MRDS"",""SRC_WORLDCLIM_ELEV"",""SRC_WORLDPOP_2020""]",Not spatial,Project v0.6 target definition,"[""ibm_mcdr_latest_inspected_mine_rows""]",[],[],"{""SRC_CENSUS_A01_2011"":""Government of India census publication; retain attribution and verify website terms for redistribution."",""SRC_CENSUS_PCA_2011"":""Government of India census publication; retain attribution and verify website terms for redistribution."",""SRC_DATAMEET_DISTRICTS_2011"":""CC BY 2.5 India as stated in the directory README."",""SRC_DATAMEET_INDIA_BOUNDARY"":""CC BY-SA 2.5 / ODbL as stated in the Country README."",""SRC_ESRI_INDIA_GEOLOGY"":""Publicly queryable service; item metadata does not state a reuse license. Dataset exports contain only sampled unit attributes, not redistributed polygons."",""SRC_INDIA_CRITICAL_2023"":""Government publication; retain attribution."",""SRC_NASA_POWER_ROLLING_12M"":""NASA open data; cite the POWER project and its underlying MERRA-2 source."",""SRC_USGS_MRDS"":""U.S. federal government data; verify source-specific reuse terms and citations."",""SRC_WORLDCLIM_ELEV"":""WorldClim data terms require citation; review current terms before commercial redistribution."",""SRC_WORLDPOP_2020"":""WorldPop open-data terms; commonly distributed under CC BY 4.0. Verify the release page for operational reuse.""}",frozen_for_v1.0-alpha.24,"Any breaking or semantic change requires a new release version, explicit dictionary and schema-hash update, validation, and documented migration note.",scripts/build_dataset.py,outputs/validation_report.json,"Target inclusion does not imply sufficient evidence, a score, or an occurrence in every region."
